id,tweet,label,domain,sentiment,emotion,Severity,Explain
2129,Love apps and sides? Of course you do! Give these 3 simple @PerdueChicken recipes a try! #Promotion #PerdueCrew -… https://t.co/OLgvsup1Ru,0,random_tweet,Positive,joy,0,Love apps and sides? Of course you do! Give these 3 simple @PerdueChicken recipes a try! #Promotion #PerdueCrew -…
2130,@DonaldJTrumpJr life must be a bitch for you.,0,random_reply,Negative,anger,0,life must be a bitch for you.
2131,@hm_custserv Is it available in lakeside and how much is it x,0,apparel,Neutral,other,0,Is it available in lakeside and how much is it x
2132,@JonPiscitelli1 @Starbucks yuuuuuuup you know ya boy’s rollin up with a venti dark roast black w/ a splash of cold water ��,0,random_reply,Neutral,joy,0,yuuuuuuup you know ya boy’s rollin up with a venti dark roast black w/ a splash of cold water ��
2133,Just because they're licensed professionals does not mean that therapists/psychologists/psychiatrists/etc are alway… https://t.co/8GGhThFPvZ,0,random_reply,Neutral,anger,0,Just because they're licensed professionals does not mean that therapists/psychologists/psychiatrists/etc are alway…
2134,Diagnosed with Non-Hodgkin Lymphoma? You may be eligible to participate in a research study. Find out. #NHL #sp https://t.co/LGEGcp7wvE,0,random_tweet,Neutral,other,0,Diagnosed with Non-Hodgkin Lymphoma? You may be eligible to participate in a research study. Find out.
2135,Yes get that win #yepyepyep https://t.co/B6wHj48RZn,0,random_tweet,Positive,joy,0,Yes get that win #yepyepyep
2136,When you pose silly with the movie poster to win a gift card ��#shamelessplug #GreatestShowFan #Sweepstakes… https://t.co/SNACuyMb4A,0,random_tweet,Positive,other,0,When you pose silly with the movie poster to win a gift card ��#shamelessplug #GreatestShowFan #Sweepstakes…
2137,"@kiwicoffeeman @posbosshq @tuihanacafe I've got shares in another four IT companies, time to focus on them. Did 7 y… https://t.co/3bs690J7tY",0,random_reply,Positive,other,0,"I've got shares in another four IT companies, time to focus on them. Did 7 y…"
2138,#tw if you read the article for suicidal thoughts as well as depression,0,random_reply,Negative,other,0,#tw if you read the article for suicidal thoughts as well as depression
2139,@lovatosxdrew My relapse is in full swing. Trying hard to break through.,0,random_reply,Negative,sadness,0,My relapse is in full swing. Trying hard to break through.
2140,"My fitbit #Fitstats_en_US for 12/18/2017: 4,313 steps and 2.1 miles traveled. https://t.co/EarcnrpYhg",0,random_tweet,Neutral,other,0,"My fitbit #Fitstats_en_US for 12/18/2017: 4,313 steps and 2.1 miles traveled."
2141,"@hm_custserv Reply to me then please, in English too",0,apparel,Positive,other,0,"Reply to me then please, in English too"
2142,@AmazonHelp Can you rectify this?,0,retail,Neutral,other,0,Can you rectify this?
2143,My first #amazon echo #Alexa is ready to listen to me and assist me #amplifying #human #potential https://t.co/Aqht8Y4VPt,0,retail,Positive,joy,0,My first #amazon echo #Alexa is ready to listen to me and assist me #amplifying #human #potential
2144,@AmazonHelp Any update ?,0,retail,Neutral,other,0,Any update ?
2145,"@AmazonHelp Yes. promised for arrival today, but just dispatched.",1,retail,negative,sadness,2,"Yes. promised for arrival today, but just dispatched."
2146,There should be an incognito mode for @amazon so people who share an account can Christmas shop for each other!,0,retail,Positive,other,0,There should be an incognito mode for @amazon so people who share an account can Christmas shop for each other!
2147,"@treasuretruck Will you please stop texting me cool stuff that's nowhere near my house?! This is getting so annoying, also disappointing. :(",1,retail,Negative,anger,3,"Will you please stop texting me cool stuff that's nowhere near my house?! This is getting so annoying, also disappointing. :("
2148,@AmazonHelp Not sure. I'm in UK,0,retail,Negative,other,0,Not sure. I'm in UK
2149,Yay @amazon! Paid for extra for 2 day shipping. 4 days later they are saying it'll be here on the 28th. #13DayShippingIsAFeature,1,retail,Positive,other,3,Paid for extra for 2 day shipping. 4 days later they are saying it'll be here on the 28th.
2150,@AmazonHelp It was .Co.UK and no reason given. See attached email. https://t.co/oIWhNMJ2rJ,1,retail,Negative,sadness,1,It was .Co.UK and no reason given.
2151,@AmazonHelp why haven't Hermes come to pick up the parcel I'm returning? Was supposed to come last Thursday.,1,retail,Neutral,sadness,3,why haven't Hermes come to pick up the parcel I'm returning? Was supposed to come last Thursday.
2152,@hmcanada I love the sweater is there a code we can enter to order,0,apparel,Positive,joy,0,I love the sweater is there a code we can enter to order
2153,When did Rugelach become Cookies &amp; Cream Pretzel @WholeFoods ? https://t.co/jmTBKGZi52,1,retail,Neutral,other,1,When did Rugelach become Cookies &amp; Cream Pretzel @WholeFoods ?
2154,@Lin_Manuel I’m still confused about the point of shirtless Kyle Ren. Was it just for eye candy?? I sent a message… https://t.co/Q9ck6qB4kO,0,random_reply,Negative,other,0,I’m still confused about the point of shirtless Kyle Ren. Was it just for eye candy?? I sent a message…
2155,"It might seem as if your work is never done, but if you contin... More for Cancer https://t.co/pWz1LIH0hX",0,random_tweet,Negative,other,0,"It might seem as if your work is never done, but if you contin... More for Cancer"
2156,@hm_custserv 7pm and no sign of my next day delivery order- 2 days later. I need it by tomorrow how can I find out where it is???,1,apparel,Negative,sadness,2,7pm and no sign of my next day delivery order- 2 days later. I need it by tomorrow how can I find out where it is?
2157,"@michaelaschull OMG, I just used the Fenty Beauty foundation for the first time and I am IN LOVE! It's so soft and… https://t.co/DoANZ0QInB",0,random_tweet,Positive,joy,0,"OMG, I just used the Fenty Beauty foundation for the first time and I am IN LOVE! It's so soft and…"
2158,@ikeepit2hunnit Yup I was cracking up too ��,0,random_reply,Neutral,joy,0,Yup I was cracking up too ��
2159,The original @VitaCoco was my saving grace when pregnant! It was the only thing I could keep down and I have been l… https://t.co/cFBmcL1mac,0,random_tweet,Positive,joy,0,was my saving grace when pregnant! It was the only thing I could keep down and I have been l…
2160,"People are always giving away kudos to him, kudos to her, kudos to them.. I don't like this word and how frequentl… https://t.co/xRkFRzPNPL",0,random_tweet,negative,sadness,0,"People are always giving away kudos to him, kudos to her, kudos to them.. I don't like this word and how frequentl…"
2161,@McDonalds Is there any way to get the train cars we may have missed? Our kids love the trains with the kids meals,0,random_tweet,Positive,sadness,0,Is there any way to get the train cars we may have missed? Our kids love the trains with the kids meals
2162,"@cleveland19news Cole is a class act. Even though he no longer plays for the Phillies, he still donates huge to t… https://t.co/h9PcTDcM8W",0,random_reply,Negative,joy,0,"Cole is a class act. Even though he no longer plays for the Phillies, he still donates huge to t…"
2163,@si_soccer Please re-post when you learn how to hyperlink,0,random_reply,Positive,other,0,Please re-post when you learn how to hyperlink
2164,Download Fish for Money and earn $15 gift cards just for playing a fishing game! @Apps_that_Pay https://t.co/x5X5TJOakZ,0,random_tweet,Positive,other,0,Download Fish for Money and earn $15 gift cards just for playing a fishing game!
2165,@hm_custserv @hm wow still no response. Really shocking...,1,apparel,Negative,anger,3,wow still no response. Really shocking.
2166,"@JBFlint @WSJ With the Murdoch Family soon to be the 2nd largest Disney stockholders, doesn't this mean that they are still studio owners?",0,random_reply,Neutral,other,0,"With the Murdoch Family soon to be the 2nd largest Disney stockholders, doesn't this mean that they are still studio owners?"
2167,@savvv_f I miss you so much! I wish I were with you for the Christmas show!! ��,0,random_reply,Positive,sadness,0,I miss you so much! I wish I were with you for the Christmas show!! ��
2168,@shrekfanforever Story of my life,0,random_reply,Neutral,other,0,Story of my life
2169,@drewzyj Hey! Nice handle! Sorry to your followers who have to see a super thin me from 17 or 18 years ago. Lol,0,random_reply,Positive,joy,0,Hey! Nice handle! Sorry to your followers who have to see a super thin me from 17 or 18 years ago. Lol
2170,@dannygonzalez me: yo pass the aux cord friend: you better not play trash me: https://t.co/xw8dT5pMHs,0,random_reply,Positive,other,0,me: yo pass the aux cord friend: you better not play trash me:
2171,@rtmccombs Hit the 3 on his first attempt ��,0,random_reply,Neutral,other,0,Hit the 3 on his first attempt ��
2172,I think #thelibrarians and the silver screen is my favorite. Lots of laughs.,0,random_tweet,Positive,joy,0,I think #thelibrarians and the silver screen is my favorite. Lots of laughs.
2173,@brit_bruno playin’ the drums again? lol,0,random_reply,Positive,other,0,playin’ the drums again? lol
2174,I need help finding a Christmas gift for my dad suggestions please,0,random_tweet,Positive,other,0,I need help finding a Christmas gift for my dad suggestions please
2175,"Hey @SamsungSupport, so this just happened at 1 am. Thought a bomb went off in my house. https://t.co/E3VWEm6N68",1,electronics,Negative,anger,2,so this just happened at 1 am. Thought a bomb went off in my house.
2176,"“In this was manifested the love of God toward us, because that God sent his only begotten Son into the world, that… https://t.co/MxuEEFu1Lq",0,random_tweet,Positive,other,0,"“In this was manifested the love of God toward us, because that God sent his only begotten Son into the world, that…"
2177,@eddypineiro1 @GatorsFB Best of luck to you Eddy!,0,random_reply,Positive,other,0,Best of luck to you Eddy!
2178,Why do some people need CONSTANT attention and reassurance? Chill. You’re too high maintenance.,0,random_tweet,neutral,other,0,Why do some people need CONSTANT attention and reassurance? Chill. You’re too high maintenance.
2179,Watching #AChristmasPrince again why you ask? No idea,0,random_tweet,Negative,other,0,Watching #AChristmasPrince again why you ask? No idea
2180,@SamsungSupport heart rate monitor on my samsung watch is terribly inn accurate,1,electronics,Negative,anger,2,heart rate monitor on my samsung watch is terribly inn accurate
2181,"@chasandres I think ""ingenus"" is supposed to be ""ingénues"", but that doesn't make much sense in this context. Mayb… https://t.co/PPMpfLdTEM",0,random_reply,Neutral,other,0,"I think ""ingenus"" is supposed to be ""ingénues"", but that doesn't make much sense in this context."
2182,@SamsungSupport why buy from Samsung when they can't even deliver $100 Google Play credit they promised. Smh,1,electronics,negative,anger,4,why buy from Samsung when they can't even deliver $100 Google Play credit they promised.
